"sampleid","taxonomy","count","count_total","count_relative"
"Group 1-B-1","Kineothrix",4,146607,2.72838268295511e-05
"Group 1-B-1","Lachnotalea",4,146607,2.72838268295511e-05
"Group 1-B-1","Achromobacter",1,146607,6.82095670738778e-06
"Group 1-B-1","Acholeplasma",3,146607,2.04628701221633e-05
"Group 1-B-1","Sangeribacter",326,146607,0.00222363188660842
"Group 1-B-1","Bacillus",7,146607,4.77466969517144e-05
"Group 1-B-1","Vescimonas",8,146607,5.45676536591022e-05
"Group 1-B-1","Mediterraneibacter",94,146607,0.000641169930494451
"Group 1-B-1","Ihubacter",42,146607,0.000286480181710287
"Group 1-B-1","Eubacterium",1125,146607,0.00767357629581125
"Group 1-B-1","Ihubacter",38,146607,0.000259196354880736
"Group 1-B-1","Guopingia",72,146607,0.00049110888293192
"Group 1-B-1","Muribaculum",829,146607,0.00565457311042447
"Group 1-B-1","Enterocloster",152,146607,0.00103678541952294
"Group 1-B-1","Vescimonas",13,146607,8.86724371960411e-05
"Group 1-B-1","Anaerobacterium",43,146607,0.000293301138417674
"Group 1-B-1","Marasmitruncus",4,146607,2.72838268295511e-05
"Group 1-B-1","Bacteroides",3,146607,2.04628701221633e-05
"Group 1-B-1","Faecalicatena",150,146607,0.00102314350610817
"Group 1-B-1","Paraeggerthella",155,146607,0.00105724828964511
"Group 1-B-1","Anaerobacterium",6,146607,4.09257402443267e-05
"Group 1-B-1","Clostridium",4,146607,2.72838268295511e-05
"Group 1-B-1","Flintibacter",50,146607,0.000341047835369389
"Group 1-B-1","Flintibacter",277,146607,0.00188940500794641
"Group 1-B-1","Dysosmobacter",12,146607,8.18514804886533e-05
"Group 1-B-1","Clostridium",2090,146607,0.0142557995184405
"Group 1-B-1","Parasutterella",368,146607,0.0025101120683187
"Group 1-B-1","Ruminiclostridium",51,146607,0.000347868792076777
"Group 1-B-1","Marseillibacter",61,146607,0.000416078359150654
"Group 1-B-1","Parasutterella",457,146607,0.00311717721527621
"Group 1-B-1","Sporofaciens",782,146607,0.00533398814517724
"Group 1-B-1","Anaerotignum",107,146607,0.000729842367690492
"Group 1-B-1","Fusimonas",36,146607,0.00024555444146596
"Group 1-B-1","Fusimonas",15,146607,0.000102314350610817
"Group 1-B-1","Clostridium",62,146607,0.000422899315858042
"Group 1-B-1","Pseudoteredinibacter",5,146607,3.41047835369389e-05
"Group 1-B-1","Lawsonibacter",2,146607,1.36419134147756e-05
"Group 1-B-1","Lachnoclostridium",3,146607,2.04628701221633e-05
"Group 1-B-1","Eubacterium",150,146607,0.00102314350610817
"Group 1-B-1","Frisingicoccus",9,146607,6.138861036649e-05
"Group 1-B-1","Lachnoclostridium",83,146607,0.000566139406713186
"Group 1-B-1","Clostridium",86,146607,0.000586602276835349
"Group 1-B-1","Bacteroides",264,146607,0.00180073257075037
"Group 1-B-1","Marasmitruncus",20,146607,0.000136419134147756
"Group 1-B-1","Anaerocolumna",9,146607,6.138861036649e-05
"Group 1-B-1","Fusimonas",106,146607,0.000723021410983104
"Group 1-B-1","Muribaculum",714,146607,0.00487016308907487
"Group 1-B-1","Sporofaciens",743,146607,0.00506797083358912
"Group 1-B-1","Acetatifactor",81,146607,0.00055249749329841
"Group 1-B-1","Bacillus",2,146607,1.36419134147756e-05
"Group 1-B-1","Ethanoligenens",18,146607,0.00012277722073298
"Group 1-B-1","Sporofaciens",532,146607,0.0036287489683303
"Group 1-B-1","Emergencia",33,146607,0.000225091571343797
"Group 1-B-1","Lacrimispora",1,146607,6.82095670738778e-06
"Group 1-B-1","Ruminiclostridium",36,146607,0.00024555444146596
"Group 1-B-1","Faecalicatena",1,146607,6.82095670738778e-06
"Group 1-B-1","Faecalicatena",1,146607,6.82095670738778e-06
"Group 1-B-1","Acetivibrio",455,146607,0.00310353530186144
"Group 1-B-1","Sporobacter",5,146607,3.41047835369389e-05
"Group 1-B-1","Enterocloster",1,146607,6.82095670738778e-06
"Group 1-B-1","Anaerotignum",96,146607,0.000654811843909227
"Group 1-B-1","Neglectibacter",8,146607,5.45676536591022e-05
"Group 1-B-1","Lactobacillus",19128,146607,0.130471259898913
"Group 1-B-1","Hungatella",173,146607,0.00118002551037809
"Group 1-B-1","Massiliimalia",12,146607,8.18514804886533e-05
"Group 1-B-1","Corynebacterium",23,146607,0.000156882004269919
"Group 1-B-1","Clostridium",468,146607,0.00319220773905748
"Group 1-C-1","Gracilibacter",23,140470,0.000163736029045348
"Group 1-C-1","Butyricicoccus",47,140470,0.000334591015875276
"Group 1-C-1","Intestinimonas",75,140470,0.000533921833843525
"Group 1-C-1","Luoshenia",60,140470,0.00042713746707482
"Group 1-C-1","Turicibacter",36,140470,0.000256282480244892
"Group 1-C-1","Mediterraneibacter",675,140470,0.00480529650459173
"Group 1-C-1","Clostridium",90,140470,0.00064070620061223
"Group 1-C-1","Clostridium",144,140470,0.00102512992097957
"Group 1-C-1","Oscillibacter",39,140470,0.000277639353598633
"Group 1-C-1","Simiaoa",7,140470,4.98327044920624e-05
"Group 1-C-1","Lachnoclostridium",14,140470,9.96654089841247e-05
"Group 1-C-1","Ruminococcoides",31,140470,0.00022068769132199
"Group 1-C-1","Clostridium",3,140470,2.1356873353741e-05
"Group 1-C-1","Acetatifactor",17,140470,0.000121022282337866
"Group 1-C-1","Clostridium",129,140470,0.000918345554210863
"Group 1-C-1","Ruminococcus",57,140470,0.000405780593721079
"Group 1-C-1","Marseillibacter",147,140470,0.00104648679433331
"Group 1-C-1","Dorea",20,140470,0.000142379155691607
"Group 1-C-1","Jutongia",40,140470,0.000284758311383214
"Group 1-C-1","Acetitomaculum",22,140470,0.000156617071260767
"Group 1-C-1","Fusimonas",48,140470,0.000341709973659856
"Group 1-C-1","Clostridium",5,140470,3.55947889229017e-05
"Group 1-C-1","Angelakisella",81,140470,0.000576635580551007
"Group 1-C-1","Clostridium",20,140470,0.000142379155691607
"Group 1-C-1","Ruminiclostridium",48,140470,0.000341709973659856
"Group 1-C-1","Duncaniella",6703,140470,0.047718374030042
"Group 1-C-1","Romboutsia",9,140470,6.4070620061223e-05
"Group 1-C-1","Guopingia",1,140470,7.11895778458034e-06
"Group 1-C-1","Anaerobacterium",719,140470,0.00511853064711326
"Group 1-C-1","Anaerobacterium",11,140470,7.83085356303837e-05
"Group 1-C-1","Parvibacter",6,140470,4.2713746707482e-05
"Group 1-C-1","Lachnoclostridium",79,140470,0.000562397664981847
"Group 1-C-1","Lawsonibacter",27,140470,0.000192211860183669
"Group 1-C-1","Waltera",8,140470,5.69516622766427e-05
"Group 1-C-1","Lactobacillus",12,140470,8.5427493414964e-05
"Group 1-C-1","Blautia",170,140470,0.00121022282337866
"Group 1-C-1","Anaerobacterium",45,140470,0.000320353100306115
"Group 1-C-1","Enterocloster",3,140470,2.1356873353741e-05
"Group 1-C-1","Turicibacter",22,140470,0.000156617071260767
"Group 1-C-1","Acetatifactor",33,140470,0.000234925606891151
"Group 1-C-1","Achromobacter",206,140470,0.00146650530362355
"Group 1-C-1","Luoshenia",7,140470,4.98327044920624e-05
"Group 1-C-1","Enterococcus",21,140470,0.000149498113476187
"Group 1-C-1","Gracilibacter",26,140470,0.000185092902399089
"Group 1-C-1","Alistipes",19,140470,0.000135260197907026
"Group 1-C-1","Massilicoli",7,140470,4.98327044920624e-05
"Group 1-C-1","Loriellopsis",9,140470,6.4070620061223e-05
"Group 1-C-1","Faecalicatena",322,140470,0.00229230440663487
"Group 1-C-1","Sangeribacter",2,140470,1.42379155691607e-05
"Group 1-C-1","Luoshenia",34,140470,0.000242044564675731
"Group 1-C-1","Clostridium",97,140470,0.000690538905104293
"Group 1-C-1","Gracilibacter",1341,140470,0.00954652238912223
"Group 1-C-1","Anaerobacterium",53,140470,0.000377304762582758
"Group 1-C-1","Hungatella",357,140470,0.00254146792909518
"Group 1-C-1","Angelakisella",75,140470,0.000533921833843525
"Group 1-C-1","Hungatella",4,140470,2.84758311383213e-05
"Group 1-C-1","Clostridium",43,140470,0.000306115184736954
"Group 1-C-1","Lactobacillus",24,140470,0.000170854986829928
"Group 1-C-1","Vescimonas",6,140470,4.2713746707482e-05
"Group 1-C-1","Lachnoclostridium",26,140470,0.000185092902399089
"Group 1-C-1","Waltera",5,140470,3.55947889229017e-05
"Group 1-C-1","Breznakia",126,140470,0.000896988680857123
"Group 1-C-1","Ruminococcus",16,140470,0.000113903324553285
"Group 1-C-1","Lacrimispora",28,140470,0.000199330817968249
"Group 1-C-1","Jutongia",33,140470,0.000234925606891151
"Group 1-C-1","Eubacterium",716,140470,0.00509717377375952
"Group 1-C-1","Marvinbryantia",18,140470,0.000128141240122446
"Group 1-C-1","Clostridium",209,140470,0.00148786217697729
"Group 1-C-1","Sangeribacter",85,140470,0.000605111411689329
"Group 1-C-1","Lawsonibacter",5,140470,3.55947889229017e-05
"Group 1-C-1","Flintibacter",135,140470,0.000961059300918346
"Group 1-C-1","Limosilactobacillus",21,140470,0.000149498113476187
"Group 1-C-1","Adlercreutzia",26,140470,0.000185092902399089
"Group 1-C-1","Clostridium",6,140470,4.2713746707482e-05
"Group 1-C-1","Vescimonas",396,140470,0.00281910728269381
"Group 1-C-1","Clostridium",144,140470,0.00102512992097957
"Group 1-C-1","Anaerococcus",8,140470,5.69516622766427e-05
"Group 1-C-1","Neglectibacter",89,140470,0.00063358724282765
"Group 1-C-1","Massiliimalia",8,140470,5.69516622766427e-05
"Group 1-C-1","Dehalobacterium",246,140470,0.00175126361500676
"Group 1-C-1","Adlercreutzia",16,140470,0.000113903324553285
"Group 1-C-1","Intestinimonas",6,140470,4.2713746707482e-05
"Group 1-C-1","Clostridium",53,140470,0.000377304762582758
"Group 1-C-1","Turicibacter",17056,140470,0.121420943973802
"Group 1-C-1","Muribaculum",14,140470,9.96654089841247e-05
"Group 1-C-1","Vescimonas",333,140470,0.00237061294226525
"Group 1-C-1","Amorphus",356,140470,0.0025343489713106
"Group 1-C-1","Duncaniella",6912,140470,0.0492062362070193
"Group 1-C-1","Clostridium",20,140470,0.000142379155691607
"Group 1-C-1","Enterococcus",12,140470,8.5427493414964e-05
"Group 1-C-1","Gracilibacter",11,140470,7.83085356303837e-05
"Group 1-C-1","Dorea",1,140470,7.11895778458034e-06
"Group 1-C-1","Anaerobacterium",170,140470,0.00121022282337866
"Group 1-C-1","Guopingia",100,140470,0.000711895778458034
"Group 1-C-1","Adlercreutzia",3,140470,2.1356873353741e-05
"Group 1-C-1","Acetatifactor",13,140470,9.25464511995444e-05
"Group 1-C-1","Simiaoa",150,140470,0.00106784366768705
"Group 1-C-1","Enterococcus",4,140470,2.84758311383213e-05
"Group 1-C-1","Dorea",1,140470,7.11895778458034e-06
"Group 1-C-1","Breznakia",108,140470,0.000768847440734676
"Group 1-C-1","Eubacterium",4,140470,2.84758311383213e-05
"Group 1-C-1","Mediterraneibacter",1154,140470,0.00821527728340571
"Group 1-C-1","Clostridium",266,140470,0.00189364277069837
"Group 1-C-1","Clostridium",16,140470,0.000113903324553285
"Group 1-C-1","Ruminococcus",39,140470,0.000277639353598633
"Group 1-C-1","Acutalibacter",5,140470,3.55947889229017e-05
"Group 1-C-1","Intestinimonas",13,140470,9.25464511995444e-05
"Group 1-C-1","Massilicoli",4,140470,2.84758311383213e-05
"Group 1-C-1","Eubacterium",27,140470,0.000192211860183669
"Group 1-C-1","Gracilibacter",4,140470,2.84758311383213e-05
"Group 1-C-1","Marvinbryantia",17,140470,0.000121022282337866
"Group 1-C-1","Tyzzerella",40,140470,0.000284758311383214
"Group 1-C-1","Curtobacterium",17,140470,0.000121022282337866
"Group 1-C-1","Lachnoclostridium",18,140470,0.000128141240122446
"Group 1-C-1","Kineothrix",7,140470,4.98327044920624e-05
"Group 1-C-1","Flintibacter",160,140470,0.00113903324553285
"Group 1-C-1","Gracilibacter",104,140470,0.000740371609596355
"Group 1-C-1","Spiroplasma",54,140470,0.000384423720367338
"Group 1-C-1","Parasutterella",28,140470,0.000199330817968249
"Group 1-C-1","Caldicoprobacter",23,140470,0.000163736029045348
"Group 1-C-1","Murimonas",321,140470,0.00228518544885029
"Group 1-C-1","Ruminococcoides",25,140470,0.000177973944614508
"Group 1-C-1","Eubacterium",645,140470,0.00459172777105432
"Group 1-C-1","Vescimonas",8,140470,5.69516622766427e-05
"Group 1-C-1","Eubacterium",110,140470,0.000783085356303837
"Group 1-C-1","Intestinimonas",1,140470,7.11895778458034e-06
"Group 1-C-1","Sangeribacter",345,140470,0.00245604043568022
"Group 1-C-1","Eubacterium",2,140470,1.42379155691607e-05
"Group 1-C-1","Muribaculum",121,140470,0.000861393891934221
"Group 1-C-1","Angelakisella",65,140470,0.000462732255997722
"Group 1-C-1","Sangeribacter",206,140470,0.00146650530362355
"Group 1-C-1","Amorphus",365,140470,0.00259841959137182
"Group 1-C-1","Spiroplasma",522,140470,0.00371609596355094
"Group 1-C-1","Ruminococcus",353,140470,0.00251299209795686
"Group 1-C-1","Gordonibacter",8,140470,5.69516622766427e-05
"Group 1-C-1","Mediterraneibacter",4,140470,2.84758311383213e-05
"Group 1-C-1","Turicibacter",18696,140470,0.133096034740514
"Group 1-C-1","Streptococcus",51,140470,0.000363066847013597
"Group 1-C-1","Lactobacillus",1812,140470,0.0128995515056596
"Group 1-C-1","Duncaniella",1108,140470,0.00788780522531501
"Group 1-C-1","Intestinimonas",43,140470,0.000306115184736954
"Group 1-C-1","Neglectibacter",55,140470,0.000391542678151919
"Group 1-C-1","Sangeribacter",568,140470,0.00404356802164163
"Group 1-C-1","Anaerobacterium",51,140470,0.000363066847013597
"Group 1-C-1","Eggerthella",29,140470,0.00020644977575283
"Group 1-C-1","Duncaniella",369,140470,0.00262689542251014
"Group 1-C-1","Akkermansia",20,140470,0.000142379155691607
"Group 1-C-1","Qiania",191,140470,0.00135972093685484
"Group 1-C-1","Simiaoa",136,140470,0.000968178258702926
"Group 1-C-1","Romboutsia",29,140470,0.00020644977575283
"Group 1-C-1","Akkermansia",49,140470,0.000348828931444437
"Group 1-C-1","Dehalobacterium",2,140470,1.42379155691607e-05
"Group 1-C-1","Anaerobacterium",3,140470,2.1356873353741e-05
"Group 1-C-1","Lacrimispora",28,140470,0.000199330817968249
"Group 1-C-1","Pseudomonas",35,140470,0.000249163522460312
"Group 1-C-1","Papillibacter",31,140470,0.00022068769132199
"Group 1-C-1","Lachnoclostridium",110,140470,0.000783085356303837
"Group 1-C-1","Kineothrix",163,140470,0.0011603901188866
"Group 1-C-1","Clostridium",33,140470,0.000234925606891151
"Group 1-C-1","Parasutterella",199,140470,0.00141667259913149
"Group 1-C-1","Anaerocolumna",8,140470,5.69516622766427e-05
"Group 1-C-1","Anaerobacterium",183,140470,0.0013027692745782
"Group 1-C-1","Gracilibacter",14,140470,9.96654089841247e-05
"Group 1-C-1","Butyricicoccus",2,140470,1.42379155691607e-05
"Group 1-C-1","Alistipes",21,140470,0.000149498113476187
"Group 1-C-1","Clostridium",8,140470,5.69516622766427e-05
"Group 1-C-1","Gracilibacter",7,140470,4.98327044920624e-05
"Group 1-C-1","Paraburkholderia",16,140470,0.000113903324553285
"Group 1-C-1","Intestinimonas",65,140470,0.000462732255997722
"Group 1-C-1","Faecalicatena",47,140470,0.000334591015875276
"Group 1-C-1","Clostridium",67,140470,0.000476970171566883
"Group 1-C-1","Anaerotruncus",64,140470,0.000455613298213142
"Group 1-C-1","Ethanoligenens",26,140470,0.000185092902399089
"Group 1-C-1","Lawsonibacter",78,140470,0.000555278707197266
"Group 1-C-1","Qiania",204,140470,0.00145226738805439
"Group 1-C-1","Lactobacillus",8,140470,5.69516622766427e-05
"Group 1-C-1","Roseburia",40,140470,0.000284758311383214
"Group 1-C-1","Qiania",104,140470,0.000740371609596355
"Group 1-C-1","Bacillus",76,140470,0.000541040791628106
"Group 1-C-1","Gracilibacter",7,140470,4.98327044920624e-05
"Group 1-C-1","Kineothrix",20,140470,0.000142379155691607
"Group 1-C-1","Faecalicatena",1,140470,7.11895778458034e-06
"Group 1-C-1","Acholeplasma",53,140470,0.000377304762582758
"Group 1-C-1","Mediterraneibacter",7,140470,4.98327044920624e-05
"Group 1-C-1","Enterocloster",726,140470,0.00516836335160533
"Group 1-C-1","Staphylococcus",12,140470,8.5427493414964e-05
"Group 1-C-1","Clostridium",23,140470,0.000163736029045348
"Group 1-C-1","Sporobacter",1,140470,7.11895778458034e-06
"Group 1-C-1","Duncaniella",994,140470,0.00707624403787286
"Group 1-C-1","Hungatella",19,140470,0.000135260197907026
"Group 1-C-1","Lachnotalea",4,140470,2.84758311383213e-05
"Group 1-C-1","Acetatifactor",6,140470,4.2713746707482e-05
"Group 1-C-1","Sporofaciens",13,140470,9.25464511995444e-05
"Group 1-C-1","Guopingia",1,140470,7.11895778458034e-06
"Group 1-C-1","Sangeribacter",109,140470,0.000775966398519257
"Group 1-C-1","Anaeroplasma",412,140470,0.0029330106072471
"Group 1-C-1","Bariatricus",29,140470,0.00020644977575283
"Group 1-C-1","Adlercreutzia",152,140470,0.00108208158325621
"Group 1-C-1","Fusimonas",39,140470,0.000277639353598633
"Group 1-C-1","Acetatifactor",4,140470,2.84758311383213e-05
"Group 1-C-1","Clostridium",6,140470,4.2713746707482e-05
"Group 1-C-1","Turicibacter",2,140470,1.42379155691607e-05
"Group 1-C-1","Hungatella",428,140470,0.00304691393180038
"Group 1-C-1","Anaerobacterium",400,140470,0.00284758311383214
"Group 1-C-1","Fusimonas",45,140470,0.000320353100306115
"Group 1-C-1","Cuneatibacter",9,140470,6.4070620061223e-05
"Group 1-C-1","Lawsonibacter",78,140470,0.000555278707197266
"Group 1-C-1","Spiroplasma",156,140470,0.00111055741439453
"Group 1-C-1","Acutalibacter",8,140470,5.69516622766427e-05
"Group 1-C-1","Parasutterella",199,140470,0.00141667259913149
"Group 1-C-1","Acutalibacter",360,140470,0.00256282480244892
"Group 1-C-1","Olsenella",3470,140470,0.0247027835124938
"Group 1-C-1","Parasutterella",199,140470,0.00141667259913149
"Group 1-C-1","Gracilibacter",29,140470,0.00020644977575283
"Group 1-C-1","Dysosmobacter",29,140470,0.00020644977575283
"Group 1-C-1","Mediterraneibacter",11,140470,7.83085356303837e-05
"Group 1-C-1","Blautia",35,140470,0.000249163522460312
"Group 1-C-1","Acetatifactor",12,140470,8.5427493414964e-05
"Group 1-C-1","Bariatricus",28,140470,0.000199330817968249
"Group 1-C-1","Marasmitruncus",8,140470,5.69516622766427e-05
"Group 1-C-1","Lachnoclostridium",118,140470,0.00084003701858048
"Group 1-C-1","Clostridium",101,140470,0.000719014736242614
"Group 1-C-1","Lacrimispora",45,140470,0.000320353100306115
"Group 1-C-1","Clostridium",100,140470,0.000711895778458034
"Group 1-C-1","Marvinbryantia",678,140470,0.00482665337794547
"Group 1-C-1","Caproiciproducens",114,140470,0.000811561187442159
"Group 1-C-1","Spiroplasma",113,140470,0.000804442229657578
"Group 1-C-1","Blautia",5,140470,3.55947889229017e-05
"Group 1-C-1","Gordonibacter",7,140470,4.98327044920624e-05
"Group 1-C-1","Anaerobacterium",6,140470,4.2713746707482e-05
"Group 1-C-1","Acutalibacter",28,140470,0.000199330817968249
"Group 1-C-1","Spiroplasma",127,140470,0.000904107638641703
"Group 1-C-1","Jutongia",6,140470,4.2713746707482e-05
"Group 1-C-1","Desulfofarcimen",21,140470,0.000149498113476187
"Group 1-C-1","Marasmitruncus",64,140470,0.000455613298213142
"Group 1-C-1","Anaerobacterium",59,140470,0.00042001850929024
"Group 1-C-1","Blautia",54,140470,0.000384423720367338
"Group 1-C-1","Dorea",1,140470,7.11895778458034e-06
"Group 1-C-1","Tyzzerella",46,140470,0.000327472058090696
"Group 1-C-1","Clostridium",4,140470,2.84758311383213e-05
"Group 1-C-1","Massiliimalia",11,140470,7.83085356303837e-05
"Group 1-C-1","Acetivibrio",502,140470,0.00357371680785933
"Group 1-C-1","Dysosmobacter",36,140470,0.000256282480244892
"Group 1-C-1","Bilifractor",139,140470,0.000989535132056667
"Group 1-C-1","Anaerobacterium",1126,140470,0.00801594646543746
"Group 1-C-1","Anaerotignum",37,140470,0.000263401438029472
"Group 1-C-1","Parasutterella",186,140470,0.00132412614793194
"Group 1-C-1","Gracilibacter",869,140470,0.00618637431480031
"Group 1-C-1","Luoshenia",35,140470,0.000249163522460312
"Group 1-C-1","Streptococcus",2,140470,1.42379155691607e-05
"Group 1-C-1","Enterocloster",55,140470,0.000391542678151919
"Group 1-C-1","Clostridium",20,140470,0.000142379155691607
"Group 1-C-1","Ewingella",95,140470,0.000676300989535132
"Group 1-C-1","Clostridium",5,140470,3.55947889229017e-05
"Group 1-C-1","Gracilibacter",5,140470,3.55947889229017e-05
"Group 1-C-1","Sporofaciens",210,140470,0.00149498113476187
"Group 1-C-1","Sporobacter",4,140470,2.84758311383213e-05
"Group 1-C-1","Acetatifactor",9,140470,6.4070620061223e-05
"Group 1-C-1","Enterocloster",645,140470,0.00459172777105432
"Group 1-C-1","Vescimonas",26,140470,0.000185092902399089
"Group 1-C-1","Dysosmobacter",24,140470,0.000170854986829928
"Group 1-C-1","Qiania",2,140470,1.42379155691607e-05
"Group 1-C-1","Murimonas",334,140470,0.00237773190004983
"Group 1-C-1","Acetatifactor",3,140470,2.1356873353741e-05
"Group 1-C-1","Ruminococcus",35,140470,0.000249163522460312
"Group 1-C-1","Marvinbryantia",6,140470,4.2713746707482e-05
"Group 1-C-1","Lacrimispora",20,140470,0.000142379155691607
"Group 1-C-1","Eggerthella",37,140470,0.000263401438029472
"Group 1-C-1","Ruminiclostridium",165,140470,0.00117462803445576
"Group 1-C-1","Murimonas",2,140470,1.42379155691607e-05
"Group 1-C-1","Marvinbryantia",678,140470,0.00482665337794547
"Group 1-C-1","Bilifractor",133,140470,0.000946821385349185
"Group 1-C-1","Anaerobacterium",680,140470,0.00484089129351463
"Group 1-C-1","Lachnoclostridium",42,140470,0.000298996226952374
"Group 1-C-1","Clostridium",3,140470,2.1356873353741e-05
"Group 1-C-1","Flintibacter",26,140470,0.000185092902399089
"Group 1-C-1","Intestinimonas",5,140470,3.55947889229017e-05
"Group 1-C-1","Emergencia",13,140470,9.25464511995444e-05
"Group 1-C-1","Spiroplasma",65,140470,0.000462732255997722
"Group 1-C-1","Intestinimonas",9,140470,6.4070620061223e-05
"Group 1-C-1","Staphylococcus",14,140470,9.96654089841247e-05
"Group 1-C-1","Staphylococcus",6,140470,4.2713746707482e-05
"Group 1-C-1","Lachnoclostridium",26,140470,0.000185092902399089
"Group 1-C-1","Ruminiclostridium",3,140470,2.1356873353741e-05
"Group 1-C-1","Lachnoclostridium",15,140470,0.000106784366768705
"Group 1-C-1","Anaerotruncus",1,140470,7.11895778458034e-06
"Group 1-C-1","Acetitomaculum",22,140470,0.000156617071260767
"Group 1-C-1","Curtobacterium",14,140470,9.96654089841247e-05
"Group 1-C-1","Congzhengia",2,140470,1.42379155691607e-05
"Group 1-C-1","Duncaniella",5,140470,3.55947889229017e-05
"Group 1-C-1","Lachnoclostridium",8,140470,5.69516622766427e-05
"Group 1-C-1","Waltera",16,140470,0.000113903324553285
"Group 1-C-1","Anaerobacterium",1268,140470,0.00902683847084787
"Group 1-C-1","Pseudomonas",36,140470,0.000256282480244892
"Group 1-C-1","Sangeribacter",316,140470,0.00224959065992739
"Group 1-C-1","Clostridium",249,140470,0.0017726204883605
"Group 1-C-1","Emergencia",34,140470,0.000242044564675731
"Group 1-C-1","Ruminococcus",369,140470,0.00262689542251014
"Group 1-C-1","Kineothrix",61,140470,0.000434256424859401
"Group 1-C-1","Brevundimonas",4,140470,2.84758311383213e-05
"Group 1-C-1","Lachnoclostridium",87,140470,0.000619349327258489
"Group 1-C-1","Simiaoa",1,140470,7.11895778458034e-06
"Group 1-C-1","Qiania",89,140470,0.00063358724282765
"Group 1-C-1","Anaerobacterium",73,140470,0.000519683918274365
"Group 1-C-1","Muribaculum",132,140470,0.000939702427564605
"Group 1-C-1","Dorea",29,140470,0.00020644977575283
"Group 1-C-1","Ruminococcoides",104,140470,0.000740371609596355
"Group 1-C-1","Jingyaoa",2,140470,1.42379155691607e-05
"Group 1-C-1","Paraeggerthella",65,140470,0.000462732255997722
"Group 1-C-1","Fusimonas",165,140470,0.00117462803445576
"Group 1-C-1","Ruminococcoides",112,140470,0.000797323271872998
"Group 1-C-1","Faecalimonas",6,140470,4.2713746707482e-05
"Group 1-C-1","Anaerobacterium",7,140470,4.98327044920624e-05
"Group 1-C-1","Tepidimicrobium",2,140470,1.42379155691607e-05
"Group 1-C-1","Waltera",13,140470,9.25464511995444e-05
"Group 1-C-1","Clostridium",2,140470,1.42379155691607e-05
"Group 1-C-1","Anaerobacterium",310,140470,0.0022068769132199
"Group 1-C-1","Spiroplasma",5,140470,3.55947889229017e-05
"Group 1-C-1","Faecalicatena",13,140470,9.25464511995444e-05
"Group 1-C-1","Fusimonas",30,140470,0.00021356873353741
"Group 1-C-1","Acetatifactor",12,140470,8.5427493414964e-05
"Group 1-C-1","Flintibacter",859,140470,0.00611518473695451
"Group 1-C-1","Lacrimispora",16,140470,0.000113903324553285
"Group 1-C-1","Intestinimonas",26,140470,0.000185092902399089
"Group 1-C-1","Clostridium",2,140470,1.42379155691607e-05
"Group 1-C-1","Flintibacter",32,140470,0.000227806649106571
"Group 1-C-1","Duncaniella",45,140470,0.000320353100306115
"Group 1-C-1","Sporobacter",6,140470,4.2713746707482e-05
"Group 1-C-1","Breznakia",280,140470,0.00199330817968249
"Group 1-C-1","Anaerobacterium",93,140470,0.000662063073965971
"Group 1-C-1","Kineothrix",55,140470,0.000391542678151919
"Group 1-C-1","Flintibacter",28,140470,0.000199330817968249
"Group 1-C-1","Jingyaoa",22,140470,0.000156617071260767
"Group 1-C-1","Sporobacter",364,140470,0.00259130063358724
"Group 1-C-1","Breznakia",506,140470,0.00360219263899765
"Group 1-C-1","Spiroplasma",106,140470,0.000754609525165516
"Group 1-C-1","Fumia",16,140470,0.000113903324553285
"Group 1-C-1","Ruminococcus",15,140470,0.000106784366768705
"Group 1-C-1","Clostridium",238,140470,0.00169431195273012
"Group 1-C-1","Anaerostipes",172,140470,0.00122446073894782
"Group 1-C-1","Fusimonas",75,140470,0.000533921833843525
"Group 1-C-1","Thomasclavelia",4,140470,2.84758311383213e-05
"Group 1-C-1","Clostridium",163,140470,0.0011603901188866
"Group 1-C-1","Gracilibacter",18,140470,0.000128141240122446
"Group 1-C-1","Clostridium",283,140470,0.00201466505303624
"Group 1-C-1","Anaerobacterium",6,140470,4.2713746707482e-05
"Group 1-C-1","Lachnoclostridium",13,140470,9.25464511995444e-05
"Group 1-C-1","Anaeroplasma",431,140470,0.00306827080515413
"Group 1-C-1","Gracilibacter",186,140470,0.00132412614793194
"Group 1-C-1","Angelakisella",4,140470,2.84758311383213e-05
"Group 1-C-1","Lachnoclostridium",64,140470,0.000455613298213142
"Group 1-C-1","Loriellopsis",19,140470,0.000135260197907026
"Group 1-C-1","Breznakia",565,140470,0.00402221114828789
"Group 1-C-1","Blautia",145,140470,0.00103224887876415
"Group 1-C-1","Clostridium",3,140470,2.1356873353741e-05
"Group 1-C-1","Adlercreutzia",147,140470,0.00104648679433331
"Group 1-C-1","Luoshenia",84,140470,0.000597992453904748
"Group 1-C-1","Clostridium",90,140470,0.00064070620061223
"Group 1-C-1","Duncaniella",326,140470,0.00232078023777319
"Group 1-C-1","Weissella",7,140470,4.98327044920624e-05
"Group 1-C-1","Longibaculum",42,140470,0.000298996226952374
"Group 1-C-1","Mariniplasma",74,140470,0.000526802876058945
"Group 1-C-1","Eubacterium",176,140470,0.00125293657008614
"Group 1-C-1","Hungatella",102,140470,0.000726133694027194
"Group 1-C-1","Acetatifactor",77,140470,0.000548159749412686
"Group 1-C-1","Papillibacter",54,140470,0.000384423720367338
