"","sampleid","genus","count","count_total","count_relative","Treatment","Time_point","Treatment_group","color","color_base","color_label_group","color_label_group_distinct"
"494","Group 2-D-1","Duncaniella",1712,142456,0.0120177458302915,"Fludarabine","Baseline","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"495","Group 2-D-1","Sangeribacter",1706,142456,0.0119756275621946,"Fludarabine","Baseline","chemotherapy","#b9dbdb","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.101"
"496","Group 2-D-1","Duncaniella",1502,142456,0.0105436064469029,"Fludarabine","Baseline","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"497","Group 2-D-1","Clostridium",1228,142456,0.00862020553714831,"Fludarabine","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"498","Group 2-D-1","Clostridium",1176,142456,0.00825518054697591,"Fludarabine","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"499","Group 2-D-1","Sporofaciens",1149,142456,0.00806564834054024,"Fludarabine","Baseline","chemotherapy","#efafab","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.52"
"500","Group 2-D-1","Sporofaciens",1069,142456,0.00750407143258269,"Fludarabine","Baseline","chemotherapy","#efafab","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.52"
"501","Group 2-D-2","Lactobacillus",19787,113763,0.173931770435027,"Fludarabine","1d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"502","Group 2-D-2","Lactobacillus",14678,113763,0.129022617195397,"Fludarabine","1d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"503","Group 2-D-2","Marvinbryantia",8277,113763,0.0727565201339627,"Fludarabine","1d","chemotherapy","#EDABA3","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.28"
"504","Group 2-D-2","Marvinbryantia",6656,113763,0.0585075991315278,"Fludarabine","1d","chemotherapy","#EDABA3","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.28"
"505","Group 2-D-2","Turicibacter",5087,113763,0.044715768747308,"Fludarabine","1d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"506","Group 2-D-2","Duncaniella",4998,113763,0.0439334405738245,"Fludarabine","1d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"507","Group 2-D-2","Turicibacter",4260,113763,0.0374462698768492,"Fludarabine","1d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"508","Group 2-D-2","Akkermansia",2590,113763,0.0227666288687886,"Fludarabine","1d","chemotherapy","#377EB8","#377EB8","g__Akkermansia","g__Akkermansia.1"
"509","Group 2-D-2","Mediterraneibacter",2412,113763,0.0212019725218217,"Fludarabine","1d","chemotherapy","#f5cdca","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.53"
"510","Group 2-D-2","Mediterraneibacter",1928,113763,0.016947513690743,"Fludarabine","1d","chemotherapy","#f5cdca","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.53"
"511","Group 2-D-2","Duncaniella",1803,113763,0.0158487381661876,"Fludarabine","1d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"512","Group 2-D-2","Akkermansia",1593,113763,0.0140027952849345,"Fludarabine","1d","chemotherapy","#377EB8","#377EB8","g__Akkermansia","g__Akkermansia.1"
"513","Group 2-D-2","Breznakia",1521,113763,0.0133699005827905,"Fludarabine","1d","chemotherapy","#7F7D25","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.18"
"514","Group 2-D-2","Guopingia",1470,113763,0.0129216001687719,"Fludarabine","1d","chemotherapy","#B6B2B0","#B6B2B0","other__other","other__other.400"
"515","Group 2-D-2","Clostridium",1243,113763,0.0109262238161792,"Fludarabine","1d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"516","Group 2-D-2","Guopingia",1121,113763,0.00985381890421315,"Fludarabine","1d","chemotherapy","#B6B2B0","#B6B2B0","other__other","other__other.400"
"517","Group 2-D-2","Breznakia",1107,113763,0.00973075604546294,"Fludarabine","1d","chemotherapy","#7F7D25","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.18"
"518","Group 2-D-2","Alistipes",1033,113763,0.00908028093492612,"Fludarabine","1d","chemotherapy","#65B0A0","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.115"
"519","Group 2-D-2","Duncaniella",1000,113763,0.00879020419644348,"Fludarabine","1d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"520","Group 2-D-2","Clostridium",916,113763,0.00805182704394223,"Fludarabine","1d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"521","Group 2-D-3","Duncaniella",7033,59415,0.11837078178911,"Fludarabine","4d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"522","Group 2-D-3","Lactobacillus",6766,59415,0.113876967095851,"Fludarabine","4d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"523","Group 2-D-3","Lactobacillus",5838,59415,0.098258015652613,"Fludarabine","4d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"524","Group 2-D-3","Duncaniella",5763,59415,0.0969957081545064,"Fludarabine","4d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"525","Group 2-D-3","Akkermansia",3024,59415,0.0508962383236556,"Fludarabine","4d","chemotherapy","#377EB8","#377EB8","g__Akkermansia","g__Akkermansia.1"
"526","Group 2-D-3","Akkermansia",2449,59415,0.0412185475048388,"Fludarabine","4d","chemotherapy","#377EB8","#377EB8","g__Akkermansia","g__Akkermansia.1"
"527","Group 2-D-3","Turicibacter",2319,59415,0.0390305478414542,"Fludarabine","4d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"528","Group 2-D-3","Turicibacter",1965,59415,0.0330724564503913,"Fludarabine","4d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"529","Group 2-D-3","Olsenella",1225,59415,0.0206176891357401,"Fludarabine","4d","chemotherapy","#976396","#A77097","p__Actinobacteria","p__Actinobacteria.18"
"530","Group 2-D-3","Olsenella",1163,59415,0.0195741816039721,"Fludarabine","4d","chemotherapy","#976396","#A77097","p__Actinobacteria","p__Actinobacteria.18"
"531","Group 2-D-3","Alistipes",999,59415,0.0168139358747791,"Fludarabine","4d","chemotherapy","#65B0A0","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.115"
"532","Group 2-D-3","Alistipes",836,59415,0.0140705209122276,"Fludarabine","4d","chemotherapy","#65B0A0","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.115"
"533","Group 2-D-3","Duncaniella",783,59415,0.0131784902802323,"Fludarabine","4d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"534","Group 2-D-3","Sporofaciens",694,59415,0.0116805520491458,"Fludarabine","4d","chemotherapy","#efafab","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.52"
"535","Group 2-D-3","Sporofaciens",691,59415,0.0116300597492216,"Fludarabine","4d","chemotherapy","#efafab","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.52"
"536","Group 2-D-3","Duncaniella",683,59415,0.0114954136160902,"Fludarabine","4d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"537","Group 2-D-3","Eubacterium",668,59415,0.0112429521164689,"Fludarabine","4d","chemotherapy","#8D764E","#9C854E","o__Clostridiales","o__Clostridiales.13"
"538","Group 2-D-3","Eubacterium",561,59415,0.00944206008583691,"Fludarabine","4d","chemotherapy","#8D764E","#9C854E","o__Clostridiales","o__Clostridiales.13"
"539","Group 2-D-3","Mediterraneibacter",516,59415,0.00868467558697299,"Fludarabine","4d","chemotherapy","#f5cdca","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.53"
"540","Group 2-D-3","Muribaculum",492,59415,0.0082807371875789,"Fludarabine","4d","chemotherapy","#4CA687","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.41"
"541","Group 2-D-4","Akkermansia",14882,130373,0.114149402100128,"Fludarabine","7d","chemotherapy","#377EB8","#377EB8","g__Akkermansia","g__Akkermansia.1"
"542","Group 2-D-4","Duncaniella",8840,130373,0.0678054505150606,"Fludarabine","7d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"543","Group 2-D-4","Akkermansia",8563,130373,0.065680777461591,"Fludarabine","7d","chemotherapy","#377EB8","#377EB8","g__Akkermansia","g__Akkermansia.1"
"544","Group 2-D-4","Turicibacter",7793,130373,0.0597746465909352,"Fludarabine","7d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"545","Group 2-D-4","Turicibacter",7140,130373,0.0547659408006259,"Fludarabine","7d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"546","Group 2-D-4","Ruminiclostridium",5267,130373,0.0403994692152516,"Fludarabine","7d","chemotherapy","#898147","#9C854E","o__Clostridiales","o__Clostridiales.6"
"547","Group 2-D-4","Lactobacillus",5231,130373,0.0401233384212989,"Fludarabine","7d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"548","Group 2-D-4","Ruminiclostridium",5146,130373,0.0394713629355772,"Fludarabine","7d","chemotherapy","#898147","#9C854E","o__Clostridiales","o__Clostridiales.6"
"549","Group 2-D-4","Lactobacillus",4687,130373,0.0359506953126798,"Fludarabine","7d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"550","Group 2-D-4","Duncaniella",4212,130373,0.0323073028924701,"Fludarabine","7d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"551","Group 2-D-4","Anaerobacterium",3969,130373,0.0304434200332891,"Fludarabine","7d","chemotherapy","#AB855D","#9C854E","o__Clostridiales","o__Clostridiales.87"
"552","Group 2-D-4","Anaerobacterium",3601,130373,0.0276207496951056,"Fludarabine","7d","chemotherapy","#AB855D","#9C854E","o__Clostridiales","o__Clostridiales.87"
"553","Group 2-D-4","Olsenella",3576,130373,0.0274289921993051,"Fludarabine","7d","chemotherapy","#976396","#A77097","p__Actinobacteria","p__Actinobacteria.18"
"554","Group 2-D-4","Olsenella",3371,130373,0.0258565807337409,"Fludarabine","7d","chemotherapy","#976396","#A77097","p__Actinobacteria","p__Actinobacteria.18"
"555","Group 2-D-4","Sporofaciens",1225,130373,0.00939611729422503,"Fludarabine","7d","chemotherapy","#efafab","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.52"
"556","Group 2-D-4","Sporofaciens",1139,130373,0.00873647150867127,"Fludarabine","7d","chemotherapy","#efafab","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.52"
"557","Group 2-D-4","Anaerobacterium",1098,130373,0.00842198921555844,"Fludarabine","7d","chemotherapy","#AB855D","#9C854E","o__Clostridiales","o__Clostridiales.87"
"558","Group 2-D-4","Marvinbryantia",1097,130373,0.00841431891572642,"Fludarabine","7d","chemotherapy","#EDABA3","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.28"
"559","Group 2-D-4","Anaerobacterium",1001,130373,0.00767797013185245,"Fludarabine","7d","chemotherapy","#AB855D","#9C854E","o__Clostridiales","o__Clostridiales.87"
"560","Group 2-D-4","Marvinbryantia",988,130373,0.00757825623403619,"Fludarabine","7d","chemotherapy","#EDABA3","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.28"
"561","Group 3-A-1","Lactobacillus",18141,89942,0.201696648951547,"Melphalan","Baseline","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"562","Group 3-A-1","Lactobacillus",10952,89942,0.121767361188321,"Melphalan","Baseline","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"563","Group 3-A-1","Duncaniella",7411,89942,0.0823975450846101,"Melphalan","Baseline","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"564","Group 3-A-1","Turicibacter",6756,89942,0.0751150741589024,"Melphalan","Baseline","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"565","Group 3-A-1","Clostridium",5683,89942,0.0631851637722088,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"566","Group 3-A-1","Turicibacter",3952,89942,0.0439394276311401,"Melphalan","Baseline","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"567","Group 3-A-1","Duncaniella",3930,89942,0.0436948255542461,"Melphalan","Baseline","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"568","Group 3-A-1","Clostridium",3064,89942,0.0340663983456005,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"569","Group 3-A-1","Clostridium",2121,89942,0.0235818638678259,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"570","Group 3-A-1","Clostridium",2052,89942,0.0228147028084766,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"571","Group 3-A-1","Clostridium",1177,89942,0.0130862111138289,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"572","Group 3-A-1","Clostridium",1165,89942,0.0129527917991595,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"573","Group 3-A-1","Clostridium",1083,89942,0.0120410931489182,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"574","Group 3-A-1","Olsenella",803,89942,0.00892797580663094,"Melphalan","Baseline","chemotherapy","#976396","#A77097","p__Actinobacteria","p__Actinobacteria.18"
"575","Group 3-A-1","Clostridium",794,89942,0.00882791132062885,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"576","Group 3-A-1","Duncaniella",697,89942,0.00774943852705077,"Melphalan","Baseline","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"577","Group 3-A-1","Muribaculum",644,89942,0.00716016988726068,"Melphalan","Baseline","chemotherapy","#4CA687","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.41"
"578","Group 3-A-1","Clostridium",593,89942,0.0065931377999155,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"579","Group 3-A-1","Olsenella",570,89942,0.00633741744679905,"Melphalan","Baseline","chemotherapy","#976396","#A77097","p__Actinobacteria","p__Actinobacteria.18"
"580","Group 3-A-1","Clostridium",523,89942,0.00581485846434369,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"581","Group 3-A-2","Duncaniella",7789,84254,0.0924466494172383,"Melphalan","1d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"582","Group 3-A-2","Clostridium",7415,84254,0.088007691029506,"Melphalan","1d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"583","Group 3-A-2","Clostridium",4815,84254,0.0571486220238802,"Melphalan","1d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"584","Group 3-A-2","Turicibacter",3858,84254,0.045790110855271,"Melphalan","1d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"585","Group 3-A-2","Clostridium",2783,84254,0.0330310727087141,"Melphalan","1d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"586","Group 3-A-2","Turicibacter",2642,84254,0.0313575616587937,"Melphalan","1d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"587","Group 3-A-2","Clostridium",2415,84254,0.0286633275571486,"Melphalan","1d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"588","Group 3-A-2","Duncaniella",2375,84254,0.0281885726493698,"Melphalan","1d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"589","Group 3-A-2","Marvinbryantia",2299,84254,0.0272865383245899,"Melphalan","1d","chemotherapy","#EDABA3","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.28"
"590","Group 3-A-2","Marvinbryantia",1743,84254,0.0206874451064638,"Melphalan","1d","chemotherapy","#EDABA3","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.28"
"591","Group 3-A-2","Clostridium",1642,84254,0.0194886889643222,"Melphalan","1d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"592","Group 3-A-2","Clostridium",1628,84254,0.0193225247465996,"Melphalan","1d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"593","Group 3-A-2","Ruminiclostridium",1443,84254,0.0171267832981223,"Melphalan","1d","chemotherapy","#898147","#9C854E","o__Clostridiales","o__Clostridiales.6"
"594","Group 3-A-2","Lactobacillus",1414,84254,0.0167825859899827,"Melphalan","1d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"595","Group 3-A-2","Clostridium",1341,84254,0.0159161582832863,"Melphalan","1d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"596","Group 3-A-2","Gracilibacter",1281,84254,0.015204025921618,"Melphalan","1d","chemotherapy","#A9865E","#9C854E","o__Clostridiales","o__Clostridiales.80"
"597","Group 3-A-2","Ruminiclostridium",1273,84254,0.0151090749400622,"Melphalan","1d","chemotherapy","#898147","#9C854E","o__Clostridiales","o__Clostridiales.6"
"598","Group 3-A-2","Lactobacillus",1106,84254,0.0131269732000855,"Melphalan","1d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"599","Group 3-A-2","Ruminococcus",1095,84254,0.0129964156004463,"Melphalan","1d","chemotherapy","#EB6C01","#FF7106","f__Ruminococcaceae","f__Ruminococcaceae.1"
"600","Group 3-A-2","Clostridium",959,84254,0.0113822489139981,"Melphalan","1d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"601","Group 3-A-3","Akkermansia",33828,180555,0.18735565340201,"Melphalan","4d","chemotherapy","#377EB8","#377EB8","g__Akkermansia","g__Akkermansia.1"
"602","Group 3-A-3","Akkermansia",32126,180555,0.177929162858963,"Melphalan","4d","chemotherapy","#377EB8","#377EB8","g__Akkermansia","g__Akkermansia.1"
"603","Group 3-A-3","Duncaniella",10306,180555,0.0570795602448008,"Melphalan","4d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"604","Group 3-A-3","Duncaniella",9010,180555,0.0499016920052062,"Melphalan","4d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"605","Group 3-A-3","Turicibacter",7146,180555,0.039577967932209,"Melphalan","4d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"606","Group 3-A-3","Turicibacter",6485,180555,0.0359170335908726,"Melphalan","4d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"607","Group 3-A-3","Duncaniella",5228,180555,0.0289551660158954,"Melphalan","4d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"608","Group 3-A-3","Duncaniella",4950,180555,0.0274154689706738,"Melphalan","4d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"609","Group 3-A-3","Bacteroides",4438,180555,0.0245797679377475,"Melphalan","4d","chemotherapy","#519C8C","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.55"
"610","Group 3-A-3","Bacteroides",4140,180555,0.0229293013209271,"Melphalan","4d","chemotherapy","#519C8C","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.55"
"611","Group 3-A-3","Clostridium",3239,180555,0.0179391321204065,"Melphalan","4d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"612","Group 3-A-3","Clostridium",2891,180555,0.0160117415745895,"Melphalan","4d","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"613","Group 3-A-3","Lactobacillus",2664,180555,0.0147545069369444,"Melphalan","4d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"614","Group 3-A-3","Lactobacillus",2359,180555,0.0130652709700645,"Melphalan","4d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"615","Group 3-A-3","Thomasclavelia",2297,180555,0.0127218852981086,"Melphalan","4d","chemotherapy","#B6B2B2","#B6B2B0","other__other","other__other.402"
"616","Group 3-A-3","Parasutterella",2185,180555,0.012101575697156,"Melphalan","4d","chemotherapy","#973030","#AB3535","p__Proteobacteria","p__Proteobacteria.1"
"617","Group 3-A-3","Thomasclavelia",2136,180555,0.0118301902467392,"Melphalan","4d","chemotherapy","#B6B2B2","#B6B2B0","other__other","other__other.402"
"618","Group 3-A-3","Parasutterella",2054,180555,0.0113760350031846,"Melphalan","4d","chemotherapy","#973030","#AB3535","p__Proteobacteria","p__Proteobacteria.1"
"619","Group 3-A-3","Sangeribacter",1819,180555,0.0100744925369001,"Melphalan","4d","chemotherapy","#b9dbdb","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.101"
"620","Group 3-A-3","Duncaniella",1777,180555,0.00984187643654288,"Melphalan","4d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"621","Group 3-B-1","Lactobacillus",14621,161221,0.0906891782087941,"Melphalan","Baseline","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"622","Group 3-B-1","Lactobacillus",13799,161221,0.0855905868342214,"Melphalan","Baseline","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"623","Group 3-B-1","Duncaniella",6144,161221,0.038109179325274,"Melphalan","Baseline","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"624","Group 3-B-1","Duncaniella",5143,161221,0.0319003107535619,"Melphalan","Baseline","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"625","Group 3-B-1","Clostridium",3065,161221,0.0190111710012964,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"626","Group 3-B-1","Marvinbryantia",3050,161221,0.0189181310127093,"Melphalan","Baseline","chemotherapy","#EDABA3","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.28"
"627","Group 3-B-1","Marvinbryantia",2658,161221,0.0164866859776332,"Melphalan","Baseline","chemotherapy","#EDABA3","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.28"
"628","Group 3-B-1","Clostridium",2617,161221,0.0162323766754951,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"629","Group 3-B-1","Turicibacter",2350,161221,0.0145762648786448,"Melphalan","Baseline","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"630","Group 3-B-1","Enterocloster",2169,161221,0.0134535823496939,"Melphalan","Baseline","chemotherapy","#f3c3c0","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.51"
"631","Group 3-B-1","Turicibacter",2123,161221,0.0131682597180268,"Melphalan","Baseline","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"632","Group 3-B-1","Mediterraneibacter",1963,161221,0.0121758331730978,"Melphalan","Baseline","chemotherapy","#f5cdca","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.53"
"633","Group 3-B-1","Enterocloster",1929,161221,0.0119649425323004,"Melphalan","Baseline","chemotherapy","#f3c3c0","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.51"
"634","Group 3-B-1","Olsenella",1866,161221,0.0115741745802346,"Melphalan","Baseline","chemotherapy","#976396","#A77097","p__Actinobacteria","p__Actinobacteria.18"
"635","Group 3-B-1","Olsenella",1843,161221,0.011431513264401,"Melphalan","Baseline","chemotherapy","#976396","#A77097","p__Actinobacteria","p__Actinobacteria.18"
"636","Group 3-B-1","Mediterraneibacter",1789,161221,0.0110965693054875,"Melphalan","Baseline","chemotherapy","#f5cdca","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.53"
"637","Group 3-B-1","Clostridium",1639,161221,0.0101661694196166,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"638","Group 3-B-1","Murimonas",1567,161221,0.0097195774743985,"Melphalan","Baseline","chemotherapy","#FFA29A","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.49"
"639","Group 3-B-1","Clostridium",1470,161221,0.00911791888153528,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"640","Group 3-B-1","Clostridium",1394,161221,0.008646516272694,"Melphalan","Baseline","chemotherapy","#9C763F","#9C854E","o__Clostridiales","o__Clostridiales.49"
"641","Group 3-B-2","Lactobacillus",15428,58901,0.261931036824502,"Melphalan","1d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"642","Group 3-B-2","Lactobacillus",14357,58901,0.243747983905197,"Melphalan","1d","chemotherapy","#3B51A3","#3B51A3","g__Lactobacillus","g__Lactobacillus.1"
"643","Group 3-B-2","Duncaniella",2514,58901,0.0426817880850919,"Melphalan","1d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"644","Group 3-B-2","Duncaniella",1758,58901,0.0298466919067588,"Melphalan","1d","chemotherapy","#7fbebe","#51AB9B","p__Bacteroidetes","p__Bacteroidetes.100"
"645","Group 3-B-2","Adlercreutzia",705,58901,0.0119692365155091,"Melphalan","1d","chemotherapy","#9A6096","#A77097","p__Actinobacteria","p__Actinobacteria.35"
"646","Group 3-B-2","Adlercreutzia",705,58901,0.0119692365155091,"Melphalan","1d","chemotherapy","#9A6096","#A77097","p__Actinobacteria","p__Actinobacteria.35"
"647","Group 3-B-2","Mediterraneibacter",649,58901,0.0110184886504474,"Melphalan","1d","chemotherapy","#f5cdca","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.53"
"648","Group 3-B-2","Mediterraneibacter",579,58901,0.00983005381912022,"Melphalan","1d","chemotherapy","#f5cdca","#EC9B96","f__Lachnospiraceae","f__Lachnospiraceae.53"
"649","Group 3-B-2","Turicibacter",530,58901,0.00899814943719122,"Melphalan","1d","chemotherapy","#66641B","#7A6920","o__Erysipelotrichales","o__Erysipelotrichales.1"
"650","Group 3-B-2","Eubacterium",525,58901,0.00891326123495357,"Melphalan","1d","chemotherapy","#8D764E","#9C854E","o__Clostridiales","o__Clostridiales.13"
