"asv_id","kingdom","phylum","class","order","family","genus","species"
"69093388f23eec59996aa69a7501f984","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma vituli"
"691c4f907bcbd7c859921f71a8131ad2","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella phocaeensis"
"694695f7af1151a0c6e8d7933062d051","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter acutus"
"69498543af4b9e508216529d6307836e","Bacteria","Bacillota","Clostridia","Eubacteriales","","Intestinimonas","Intestinimonas timonensis"
"695eff9b1bd65686f0ec8a342b98f8a7","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Kineothrix","Kineothrix alysoides"
"69658348e83ec7132926009fb7dbf0ab","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus"
"69a9f1c69c421577b9956ccd74a0fc6f","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus cucumis Kampfer et al. 2016"
"69dbc69ae064287c37c0f89438db5bde","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium coprostanoligenes"
"69e3181a25e4ffd65454b9a24c14ea03","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Alteracholeplasma","Alteracholeplasma palmae"
"6a194f842f50581a2e1abb31545f2197","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter acutus"
"6a2d6f70334af28b31340599d4d2d13f","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium herbifermentans"
"6a4a331558040c9bc388ec6cc67e7c50","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Bilifractor","Bilifractor porci"
"6a58636d54c1ead4acc9e6942d5b4748","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"6a9a78a6b7ebe0856b3ef7064931f6c0","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella freteri"
"6aac7e97a3a43eccae4e254e32f911d4","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium pacaense"
"6ab9bbcbd4ea577b126e62b09372b1b0","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"6ac5bcd9c892eaebd42a0e94eb9d7110","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaerotignum","Anaerotignum lactatifermentans"
"6acf617e3c21a6291918209e7acb5b60","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"6b2349d086a63e34e46f0a45ba095090","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium herbifermentans"
"6b9ed03327a6953993d64a8e9763a30b","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster aldenensis"
"6ba593f72824499de04c761326f9dd62","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Kineothrix","Kineothrix alysoides"
"6ba798fc8bc8a15a26869e78daa8b245","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila"
"6bae1cb37c21d2c8f92e5dd61617f380","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium oxidoreducens"
"6bb3da7abca19a4f4c41e0732740aa92","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Marseillibacter","Marseillibacter massiliensis"
"6bbdce15bbdb30da0a09a3e70be60c96","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Heminiphilus","Heminiphilus faecis"
"6bd85d76db9990fe909231b3399a1382","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens"
"6c0f225a80fbb6df6ac70178ab45fe10","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila"
"6c24be0789843a38c26fb54530a0d73f","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium porci"
"6c349e8d5fa30b1664120e07edbaf5e5","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium fessum"
"6c480fa32343e38ab4cd3e9ad8b38512","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma culicicola"
"6c617e79f6c43f668599afb086087ace","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella effluvii"
"6ca52e3764a9b9e77ba5b20abf406994","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"6cbd78137c7fac46c587b3675ffdf6a4","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Sporofaciens","Sporofaciens musculi"
"6cc05e6467d101f800910272a189b762","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Saccharibacillus","Saccharibacillus endophyticus"
"6cd2ba4a7a046a2de3cb364bcae6d8f8","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila"
"6d08b4fdcca21b2081207572c1849f30","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Novisyntrophococcus","Novisyntrophococcus fermenticellae"
"6d110c5fdbbb9acfbd8a181bf01d568f","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium herbifermentans"
"6d2b3b9ac4fc1ff308b6f70b764c76fd","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster bolteae"
"6d3df29869bc943cf98a86d7cc33d421","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Angelakisella","Angelakisella massiliensis"
"6d440d9c27d20ece588cd6870face6ca","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Jutongia","Jutongia huaianensis"
"6da36f6254fc2fce1d7432827f27cec9","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"6db5045c86add84fdfc3db6afc869a48","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Muribaculum intestinale"
"6dd018bfe73f0f7db5c179f3f24e939d","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Parasutterella excrementihominis"
"6dd680f5b999cac149f5a59aa255fb56","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Olegusella","Olegusella massiliensis"
"6e0601840b14f0847667b09b55cc965f","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"6e0c2f4b56253c01db819c85858f9f61","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila"
"6e2087c0ce9800e6a92f00d8c28ccefb","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Acetatifactor","Acetatifactor muris"
"6e40c63cde09445f463031e0f3c6670c","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas","Vescimonas coprocola"
"6e4400cab4665fa04f353fc3bf4a7b25","Bacteria","Bacillota","Clostridia","Eubacteriales","","Anaerotalea","Anaerotalea alkaliphila"
"6eafbfac7a96cc26d411b2c0ea6b8709","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Glutamicibacter","Glutamicibacter bergerei"
"6eb949b84d042462b85a0bd9d521b472","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Kineothrix","Kineothrix alysoides"
"6ebd9a82587ecb4846cafe24ef74b04a","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella phocaeensis"
"6ecfcf6de5a367385b299642890e5d22","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"6edc319d5b7b95dcc79bc3f7eed300b3","Bacteria","Bacillota","Clostridia","Eubacteriales","Gracilibacteraceae","Gracilibacter","Gracilibacter thermotolerans"
"6f27be6bda273b409ea46f634da03533","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","","[Eubacterium] siraeum"
"6f2dffa91d17dd331ddf703e2b12b018","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"6f3a5249b8156407f76458785a0070a1","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus"
"6f73bc4f6ae6e9d125bfba78f1a36d71","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Kineothrix","Kineothrix alysoides"
"6f7d775aa3dbfd9a85787b3ab688e676","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Jutongia","Jutongia huaianensis"
"6fe466be551736dad781ddb89f695138","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Luoshenia","Luoshenia tenuis"
"6fe4ee484f94fa27e014c1c45a8a6176","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella muricolitica"
"6fe76e73d923081f7d00304707c212ab","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoclostridium","Pseudoclostridium thermosuccinogenes"
"6fec3c1b19def19b9f20b4ee575cab71","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium herbifermentans"
"70001bc04f7a1807ab7920b12636d281","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium phoceensis"
"70140bf1a39b34af1b09987b3ffbae25","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter acutus"
"708445b398b995c0e6673cf8a23d3577","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus salivarius"
"70a19a4dc6ec92edd3b69da17d4ad521","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Guopingia","Guopingia tenuis"
"70aebfd17cfce5e576c6180c653dc00d","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Kineothrix","Kineothrix alysoides"
"70c3c536c838347e2c54197f3bed9d0f","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Simiaoa","Simiaoa hominis"
"70d21650aef9624c725fcbd46d9c7cf9","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster aldenensis"
"70ee0fa45c9a490d01cd7a6a71ef6ac8","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium cellobioparum"
"70efa9100272b9cd9c861379f2fc2565","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas brenneri"
"7146fbfab8dade6f8ef8df78b310bad5","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Harryflintia","Harryflintia acetispora"
"71b00dadbe33f8239e7ede52b0eb9c5a","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium fessum"
"71b0fdcbe1190a49a747e9d0d30e8be9","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Ewingella","Ewingella americana"
"71c622b019ce66a8d75cd307d810676e","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Hespellia","Hespellia porcina"
"71dc022882979b1dc4636df978a290b5","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter acutus"
"71e4a98a4219bf2865fab4697ab7d6e3","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","Dorea longicatena"
"71fe6dbdb36d3d0458ec1a78dfcfa9cd","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"72469249e262e5e959973b61b8dd1155","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens"
"724bedd4a73ac0ee4769c7c7eba69067","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Simiaoa","Simiaoa hominis"
"729d001bd252911b397ad4921db6efe0","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium telephonicum"
"72a4c009dca5c7b9753a0da03cec55cd","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila"
"72d0027014795a8e84a919a640b37209","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens"
"72f1c84e5e9a4ba253b5b5a176e5f7fa","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia","Roseburia intestinalis"
"7308c0299302c5300c19bab64edf134f","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium porci"
"7308dab443e7cfcb649cf33e55f7f41b","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"730e9b4e6025a80cd57530ed44b2637f","Bacteria","Bacillota","Clostridia","Eubacteriales","Gracilibacteraceae","Gracilibacter","Gracilibacter thermotolerans"
"731c7d48393b41ef12e0128bb164488f","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium disporicum"
"735a23864739f6764eed8bd49801bb50","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium argentinense"
"73c32c37f96b4493497a165cfaaaac6a","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus"
"73c3d7d66ad21ee0ebdcd9ca7ad54050","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus"
"73cb9b06154d25f03b47016fb117e4d2","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Sporofaciens","Sporofaciens musculi"
"73e8df092c0ac553dd39fca68579789e","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Bariatricus","Bariatricus massiliensis"
"74038831358017a46ec17f108e4bf400","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","Acetivibrio ethanolgignens"
"740e030035964de9c3c0464dafa2887e","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Sporobacter","Sporobacter termitidis"
"740f255f5fa1c8f67f530db166c38f68","Bacteria","Bacillota","Clostridia","Eubacteriales","Gracilibacteraceae","Gracilibacter","Gracilibacter thermotolerans"
"740faa9f8976c8c5a2be411ba393a984","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Acetatifactor","Acetatifactor muris"
"74204eb7cafaab30b57f38dd0775d416","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","Acetivibrio ethanolgignens"
"743902819bba5d25007aeb00ba957197","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas","Vescimonas fastidiosa"
"74489809c25c5ee544afff05db046c49","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Breznakia","Breznakia pachnodae"
"748020144e28e496a2db55d9fddce442","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Olegusella","Olegusella massiliensis"
"74a2af885188f934a7945ef1beab7dc0","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Acetatifactor","Acetatifactor muris"
"74c88d944c5a7596df1e6fa8020c9ec3","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium herbifermentans"
"74ddde9a192d842e917566e422315e57","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Marvinbryantia","Marvinbryantia formatexigens"
"74ffc88c97c281e15d8d648295793ba8","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaerotignum","Anaerotignum lactatifermentans"
"75178890a3690fb184b441a1a55b4e3c","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster bolteae"
"755f9e77159aca4c8d1fdb1e955b8413","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Fusimonas","Fusimonas intestini"
"755fa5f9bccbc0a0987882b3e4b0a3de","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Simiaoa","Simiaoa hominis"
"755fdb19f05939b4030d45c9c1cad954","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster clostridioformis"
"75678831a5558403591be688d221513c","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium anseongense"
"7568db316188eae64deffd82d7689158","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Acetatifactor","Acetatifactor muris"
"75a25056e114fed8d96707ce3f292603","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas","Vescimonas coprocola"
"75b61f18405a45a41f1a20ed59ba184e","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena","Faecalicatena faecalis"
"75b684e3a69be6e40a60a5d2402ed705","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","Dorea longicatena"
"75c75e065e374d15295b1d053e7aa87a","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Marvinbryantia","Marvinbryantia formatexigens"
"75c7b7c6a14f5e0989cf952b8611622c","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster bolteae"
"7608e1d60576e5329235363f1435ff1f","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium cellobioparum"
"760c0eb293a896f8c96f13b3661c4eed","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella massiliensis"
"760e65c7adf2b99672db3ea21d58044c","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter welbionis"
"761304d49c59166a8bbab1df39293bf5","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Qiania","Qiania dongpingensis"
"7637f891c55d0cd4c0d9559f38b39e1e","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnotalea","Lachnotalea glycerini"
"763efa9bbfe6a38adfde190b6280e3b8","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"765a8b59e518940590bc6c2483fb66b5","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium fessum"
"765c016c4f95a76f939e871ac9d32161","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"7660bfb9ea035ed2f71a663508e7cd23","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Acutalibacter","Acutalibacter muris"
"769e7354312ce911da6250e36385b081","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaerobium","Anaerobium acetethylicum"
"76ba57577b2f10f85a5e4e0d9376456f","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia","Roseburia porci"
"76c223d5ee1f6e0538666467d724dafc","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Murimonas","Murimonas intestini"
"76c6d5edd5f8d0d14f8e8231b7bc335c","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Acetatifactor","Acetatifactor muris"
"76fa8b48b62954f4959c441aac166f50","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium colicanis"
"77147c1a75bc79132507116a278897b1","Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caeli"
"777bff0def71109a8d78b5ea77e1fea1","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus albus"
"7781ced2d4e75eb6d85cc5b34d072ce9","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Breznakia","Breznakia pachnodae"
"7791994307b0a60f6d5e3cc542e9c5d7","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Kineothrix","Kineothrix alysoides"
"77a93da48990ef95372ed8bb352d983e","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Marvinbryantia","Marvinbryantia formatexigens"
"77b273334a2adb7a1826490e1e9c2adf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella muris"
"77d0c7fcf645ac3cc21caa24a0dd5fc1","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora","Lacrimispora algidixylanolytica"
"77da96af99c625148630a6f12c3e8037","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium disporicum"
"77e3bb335836a81e3f2ec1556761c754","Bacteria","Bacillota","Clostridia","Eubacteriales","","Intestinimonas","Intestinimonas timonensis"
"77f711dd5f962be01f2c8cbe2c9fdcee","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella timonensis"
"78094f5dd41b23b7a1d03db396df04fe","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster bolteae"
"781db9b22e28b3e790217430d3d45e67","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Guopingia","Guopingia tenuis"
"7831f07b9d246c31520ab90fb46a97ba","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium herbifermentans"
"7834e06c5f9a039fcd6d7456cd2872d5","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Murimonas","Murimonas intestini"
"783aee24cbdbce7e111cc6d05e5348d0","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Marvinbryantia","Marvinbryantia formatexigens"
"783d97d8437eed6bae285e3c5be9f75f","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Alkaliphilus","Alkaliphilus metalliredigens"
"7847f4d30fbed2f2c88966707b3f734e","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora","Lacrimispora celerecrescens"
"786092a9305860ae3266e80a130e611b","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"7894bb5185d67a4e81cb3e80976d3e20","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Sporobacter","Sporobacter termitidis"
"78b3301526aba2f28866bec73aeb5747","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Papillibacter","Papillibacter cinnamivorans"
"78c77b5aed28e4c94f9949e0e4b4e366","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium pacaense"
"78cf67b271bdcf1027a55dcfdb439f49","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Bilifractor","Bilifractor porci"
"7910dc07e48b2dc32c8c3381d7ad0977","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella phocaeensis"
"791ecd05cd033a6d54fc6d260afcb14b","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"797291751fa63bc59b06fa91ff85cc2d","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"7983faf1f7ce71e39bdaad606c62bc2d","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens"
"79bcd63d705865fa22cb3eab33129bc3","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia hydrogenotrophica"
"79d62ee0f4e1324d0995bce03eb7d373","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas","Vescimonas coprocola"
"79e3da92a438a22dc41a4ed1a04cbb6e","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"79ee416b12f5addcb4ba206102a5b8cf","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium fessum"
"7a23a61b495ce44059a5d1d953485fca","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella muris"
"7a2a348cd8e85020cf8f6a745ab6bfe8","Bacteria","Bacillota","Clostridia","Eubacteriales","","Flintibacter","Flintibacter butyricus"
"7a450f3ca66e2fd5dfd68af2c2b5e8d8","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Dehalobacterium","Dehalobacterium formicoaceticum"
"7a643fdbc7d047b9176c3715fe856016","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila"
"7a64b3f65236aa1bafedd8864e4e80a7","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"7a75875dc6d6cf68bb5083424bba860e","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"7a88b81a42835ce3d374f349df1956e8","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sangeribacter","Sangeribacter muris"
"7aa31e8ec2e5847f21c6025334c9f539","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Marvinbryantia","Marvinbryantia formatexigens"
"7acdc01bd9389edb288aff938b0498ef","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora","Lacrimispora indolis"
"7ad5aa46fe827f14139612df0e695c35","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","","[Clostridium] sporosphaeroides"
"7aee4c1d27824e066853354d44b9683c","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"7af69fd346444c95109913bd45ad979a","Bacteria","Bacillota","Clostridia","Eubacteriales","","Intestinimonas","Intestinimonas gabonensis"
